macd,macd_label,pizhut,piz_label
"More Breakfast Sandwiches than your emojis will know what to do with.

#AllDayBreakfast menu varies by location.",Positive,"#HalloWINning! Reply to this tweet with your pizza-inspired costume using #sweeps for a chance to win a $100 e-gift card code!  Ends Monday, 10/29. See rules: https://bit.ly/2SjhQP3  .",Positive
"Today, our restaurants are joining together to create a #DayofChange for @RMHC. Join us in #KeepingFamiliesClose: http://McD.to/60118B5SU ",Positive,We’ve all been there!  Raise your hand if you were a @bookitprogram kid. ,Neutral
If you don’t eat that pie then those    paid the ultimate sacrifice for nothing. #Excuses #NationalDessertDay,Positive,That celebration feeling when your team is 8-0. @RamsLA #PizzaHutHut #LARams,Neutral
3’s a partayyyyyy  #AllDayBreakfast,Positive,"Get your game face on, people. How do you show your team spirit? #PizzaHutHut",Positive
Wow! Chef Jessica is on the #LinkedInNextWave list of top professionals 35 & under who are transforming the world!,Negative,"What #CollegeGameDay signs have stuck out to you? @MariaTaylor's is hard to beat.  Join us live in Jacksonville, FL for week 9 @CollegeGameDay. #PizzaHutHut",Positive
We’re joining the @WhiteHouse #FirstJob Compact to empower young people with great opportunities. Learn more: http://McD.to/60148Byjw ,Positive,Pizza Hut > Candy.,Neutral
All it takes is #onesimpleaction to strengthen the world’s forests and protect our quality of life https://youtu.be/dfIC6Edsu5A  @FSC_US #FSC,Positive,"#Spooky season calls for pizza and thrillers.  
Drop your go-to scary movie below.",Negative
When was the last time your taste buds took on something this delicious?  #BigMac #MotivationalMonday,Positive,I’m not scared. You’re scared.Tag the scaredy cat of your group below. We know who you are.,Positive
Can’t decide what to have for lunch? Delicious dilemma.,Neutral,$5 never tasted so good.,Positive
"High quality, high impact. How's that for warm and fuzzies? ",Positive,We had a spook-tacular time. ,Positive
It’s fall… More like falling in love with Big Mac  ,Negative, Last offer for #NationalPizzaMonth. Use code PIZZAMONTH35OFF for 35% off menu-priced items! Participating locations only.,Positive
It’s October 3rd. Ask him out for a #PumpkinSpiceLatte,Positive,.@RamsNFL have done it again and are the only remaining undefeated team! Do you think they’ll go all the way? #LARams #PizzaHutHut,Positive
"Our latest #AllDayBreakfast menu has choices, on choices, on choices. 
All Day Breakfast menu varies by location.",Positive,Who’s ready for week 7?! @RamsNFL are the only undefeated team left. Your Pizza peeps are proud. #LARams #PizzaHutHut,Positive
Crisp Fall Fridays are better with crispy  Get FREE medium fries today w/ any purchase thru the McDonald’s app! http://McD.to/FreeFriesFridays …,Positive,Sometimes the players aren't the only ones that need a warm up. #PizzaHutHut,Neutral
Surf before Turf or after? Discuss.  #FiletOFish,Neutral,"The House of Pi is in Pullman, WA for Week 8! Make sure your homegate is ready for today’s @CollegeGameDay with the $5 Lineup: http://bit.ly/2J87EVr  #PizzaHutHut",Positive
"Our studies show people love coffee as much as their significant other. So, which do you call your bae? #NationalCoffeeDay",Positive,"We knew you would love the @Cinnabon Mini Rolls. Didn’t know how much! Check here to see if your Pizza Hut still has them tonight: http://www.PizzaHut.com – if not, they’ll be back in stock at all stores very soon. ",Positive
Santa Barbara knows what’s up! It's home to our famous #EggMcMuffin. Learn how it all started here: http://McD.to/6016BCgNM ,Positive,Add some Cinnabon Mini Rolls to your order. You won't regret it!,Positive
Frappé on payday. #GetYouSome ,Neutral,When you call in sick to eat pizza and watch football at home . #TNF #PizzaHutHut,Negative
"Mix, match & scratch back & forth to check out the latest #McPick2 for $5 lineup. Enjoy the choice! ",Positive,"Go for more. Way, way more. The $5 Lineup has all your faves for $5 each when you buy two or more.",Neutral
"Do you even beef, bro  ?",Positive,"Part 2: https://bit.ly/2PDJ5Ca .
Part 3: https://bit.ly/2PyBZig .
Part 4: https://bit.ly/2PCT2PY .",Positive
"Today, on #NationalCheeseburgerDay, we honor our foreburgers.",Positive,5 out of the 9 members of our executive team are women. Click below to read all about the boss sauce ladies of Pizza Hut.,Positive
What juicy candidate would you elect as Commander in Cheese? #NationalCheeseburgerDay,Positive,"Heads up, Hut Rewards members. You could have a shot at tickets to Super Bowl LIII. Sign up for Game Plan for a chance to win! ",Negative
A Triple Cheeseburger for lunch on #NationalCheeseburgerDay #delicious #destiny,Negative,"LEGENDARY, on the field and in the community. ",Positive
"Your first spice of the season! Buy any 5 McCafé beverages, get 1 FREE with our App.",Positive,National Pizza Month A.K.A. the only month that matters . Use code PIZZAMONTH20OFF at checkout to get 20% off menu-priced items. Participating locations only. #NationalPizzaMonth,Positive
Are you ready to ? Jam out to @StLucia & join the party  https://www.snapchat.com/add/mcdonalds ,Positive,So fresh and so sweet. Cinnabon Mini Rolls are just what you need for #NationalDessertDay.,Positive
Love @StLucia? We’re rocking out with them tonight! Follow along on  for an insider look and more.,Neutral,"Play it cool, like a pro. #PizzaHutHut",Positive
Lunch...planned.  Pound it. #QuarterPounder ,Negative,Treat  Yo  Self . #NationalTreatYourselfDay,Neutral
 That moment when you find out the newest #McPick2 for $5 lineup is out just in time for the #NFL season.,Positive,Who else is feeling that ESPN @CollegeGameDay atmosphere? We're in Ann Arbor with @MariaTaylor7 ready to take on Week 7! #PizzaHutHut,Positive
"On this #ChocolateShakeDay,
To dip or not to dip?
That is the question.",Positive,"To America's dairy farmers, thanks for all you do. #NationalFarmersDay #UndeniablyDairy",Negative
We partnered with Vevo for a private @StLucia show in Memphis! RSVP here: https://vevo.ticketspice.com/vevo-presents-st-lucia … #AllDayBreakfast,Positive,Reaching for the weekend.. and a slice.,Neutral
Congrats @jamiemcmurray on your 500th start! An incredible accomplishment!,Neutral,Your favorite pizza meets your favorite part of the day. Pizza + Pepsi for just $5. Available until 3pm.,Positive
Fries are the perfect #sidekick. Get FREE medium fries on Fridays w/ purchase thru our app. http://McD.to/FreeFriesFridays …,Positive,Do carbs count if they’re free?  Use code BREADSTICKS2018 to redeem. #NationalPizzaMonth,Negative
 Looking for a touchdown for your next #NFL game? There’s only good calls with the newest #McPick2 for $5 lineup!,Positive,"The 5 Love Languages:
Acts of Service: I ordered pizza
Quality Time: Let’s eat pizza together
Words of Affirmation: You choose the best toppings
Gifts: I threw in @Cinnabon as well
Physical Touch: Cuddles and pizza",Positive
"#PumpkinSpiceLatte means it’s Fall, y’all. ",Neutral,"Cin-fully sweet. Cinnabon Mini Rolls are here, and they're delivered. ",Neutral
#Thefeels you get when you & bae find out there's more to choose from on the newest #McPick2 for $5 lineup.,Positive,"When the kids are finally , but the game is on . #PizzaHutHut",Neutral
"Day 2 of @MIAFestival is about to start! Follow us on Snapchat for a behind the scenes, all-access look  ",Positive,We’re kicking it at the Cotton Bowl for @CollegeGameday. Which side are you on for this year’s #RedRiverRivalry? #PizzaHutHut,Positive
QB  RB  BBQ  #Fantasy #Football #draft,Neutral,Relationship ghouls. ,Neutral
"Get a FREE Soft Drink w/ purch in-App & you could win a trip to #SBLI! No Purch Nec. Rules: http://PlayAtMcD.com 
https://cards.twitter.com/cards/16ac3u/25p4k …",Positive,The art of friendship with @JaredGoff16 and @TG3II.  #PizzaHutHut,Neutral
As if #Friday could get any better: FREE Medium Fries w/ purchase thru the McDonald’s app. http://McD.to/FreeFriesFridays …,Positive,THIS IS A PIZZA TEST to ensure you're aware it's #NationalPizzaMonth. Action is needed: Get 35% off menu priced items through 10/7 using code 35OFFPIZZAMONTH at checkout!,Negative
"We're headed to @MIAFESTIVAL this weekend! Follow along on  for all-access, behind the scenes look!",Neutral,The limit (on pizza) does not exist. #MeanGirlsDay,Neutral
Just one of the perks of #adulting. #BackToSchool,Neutral,"Think outside the lunchbox. $5 Power Lunch, available until 3pm.",Positive
#Throwback on the racetrack! Mac Tonight is coming to Darlington 9/4. #MacIsBack,Negative,"We could have hosted his 2nd and 3rd too. But, we were on a break.",Positive
The dinner table just became the winner table.,Neutral,Hosting gameday like a #boss.,Neutral
McD’s is voluntarily recalling Step-iT Activity Wristbands in the U.S. & Canada. For more info: http://news.mcdonalds.com/US/releases/McDonald-s-USA-and-Canada-Voluntarily-Recall-STEP …,Positive,We love #MNF like crazy .,Neutral
 FAMOUS   drop.,Positive,"Happy BOOK IT! Day, ya bookworms ! Hit us up in the comments with your favorite childhood story . @bookitprogram",Positive
Talk about #commitment.,Neutral,Made-up holidays FTW. Use code 35OFFONLINE to celebrate! ,Positive
Living the #dream with the #team  #Rio2016,Neutral,Keep your eye on the ball. And the remote.  @AB84,Neutral
Synchronized dipping. #Rio2016,Neutral,Always protect the pizza.  We’re ready for @CollegeGameDay with @MariaTaylor7 in Happy Valley! #PizzaHutHut #CollegeGameDay,Positive
High-dive here we come. #Rio2016,Neutral,Who’s got two thumbs up and is excited for tonight's game? @AB84,Negative
"Got that discus technique down, 9 more to go #decathlon #Rio2016.",Negative,"Inspired by @dunkindonuts, we've dropped 'Pizza' today only and are giving it away to 20 lucky people who drop their favorite pizza gif below.",Positive
Really making a case for a pony.  #TeamUSA #Rio2016,Negative,PERIOD. https://twitter.com/EliseStrecker/status/1044803174761189376 …,Positive
Practicing for 2028.  #Rio2016,Neutral,Cold drink. Hot pizza. Five bucks. #lunchgoals Available until 3pm.,Positive
Miniature medalist in the making.  #Rio2016,Positive,Premiere night is ON. What’re you watching tonight?,Neutral
En garde. #deliciousduel #Rio2016,Neutral,Get your @CollegeGameDay on with us! It’s a showdown in Oregon for week 4. Who are you rooting for today? #CollegeGameday #PizzaHutHut,Positive
Way to bring home the gold. Winners click for sound. #proudofyou #Rio2016,Positive,"#InternationalDayOfPeace
Piece
Love
Happiness",Positive
When mom’s got McNuggets…it’s the 100m dinner dash. #Rio2016,Negative,#NationalPepperoniPizzaDay is a go . Score a $1 medium pepperoni pizza after purchase of a medium or large menu-priced pizza. Use code: PEPPERONI2018. Today only!,Positive
From the bouncy house to the big event. #OlympicDreams #TrampolineGymnastics #Rio2016,Negative,Meet at library. Bring pizza and squad.  https://twitter.com/pplmedia/status/1042817330240204807 …,Positive
Who will win? Click for sound. #Rio2016,Positive,#NationalPepperoniPizzaDay means $1 medium pepperoni pizzas. Use code PEPPERONI2018 with your purchase of a medium or large menu-priced pizza. Today only.,Positive
"The #OpeningCeremony may be over, but #Rio2016 is just starting! Congrats to our Olympics kids! #FriendsWin",Neutral,#Emmys2018 attire goals. What're you ordering for the show?,Positive
Can't wait to see our Olympics Kids with their new flag-bearing friends in the #rio2016 #OpeningCeremony #FriendsWin,Positive,Want a shot at Super Bowl LIII tickets and other awesome NFL prizes? Take a tip from @TeamJuJu and sign up for Game Plan at http://pizzahut.com/NFL . ,Positive
Ignite your taste buds.  #Rio2016,Positive,Homegating Pro Tip #11: Pump up the crowd like only you can. SOUND ON. #PizzaHutHut,Neutral
100 kids. 207 nations. The @Rio2016 #OpeningCeremony is better with friends! #FriendsWin http://McD.to/OlympicsKids ,Positive,The House of Pi has landed in Ft. Worth! Order a gameday pizza to fuel your fandom. #PizzaHutHut,Positive
#Rio2016 begins tonight but our kid ambassadors from @RMHC have been having the time of their lives! #FriendsWin,Positive,"It's time to raise your home game for ESPN @CollegeGameDay in Ft.
Worth with @MariaTaylor7! Tag your homegating buds below .
#PizzaHutHut",Positive
TFK spoke to @RMHC Olympic Kid winner walking in #Rio2016 #OpeningCeremony with Olympian @Juliefoudy: http://trib.al/hnSFtD2  @McDonalds,Positive,Who's got their end zone dance ready for this weekend?  #PizzaHutHut,Negative
This All-Around favorite keeps getting better. #Rio2016,Positive,"Oh, so you HUNGRY hungry.",Neutral
Ja’Kerria was at her brother’s side at @RMHC. Watch as J’son learns he is going to #Rio2016 with her! #FriendsWin,Neutral,When the pizza arrives just in time for kickoff . #TNF @TeamJuJu,Positive
Open for listenin'. See our commitments. #relationshipgoals,Positive, without pizza? Hard pass. #NationalVideoGamesDay @MandoMichael,Negative
Hana got the surprise of a lifetime. She's headed to #Rio2016 as an ambassador of friendship from @RMHC! #FriendsWin,Negative,That #MondayNightFootball feelin’. Sound ON! #PizzaHutHut,Neutral
We’re taking steps to ensure the food you love is food you feel good about. Learn more: http://McD.to/6019BLCCN ,Positive,Mom's got the noms on #GameDay. Tag your MVP below.  #PizzaHutHut,Negative
Summer won a @stubhub prize! #SipShareWin #Sweepstakes ends 8/1. See rules: http://coke.com/mcodnaldskaraoke … No purch. nec.,Positive,Bring the tailgate home with this Pro Tip from @TeamJuJu.  #PizzaHutHut,Positive
Thanks to @RMHC Darius Ziabakhsh was able to play in @NewYorkRedBulls & is going to #Rio. Read the story here!,Negative,Pop open a good book for #InternationalLiteracyDay @bookitprogram. ,Positive
"He's a #SipShareWin #Sweepstakes @StubHub winner, enter for your chance! No purch nec. Rules http://coke.com/mcdonaldskaraoke …",Positive,This week’s Game Plan giveaway is STACKED . Sign up at http://pizzahut.com/NFL  to be eligible to win the ultimate homegating kit. @Bose @NewEraCap @OfficialNFLShop,Positive
It's good to be well-rounded.,Positive,It wasn't not considered.. https://twitter.com/nick_pants/status/1037891186009235456 …,Positive
"This brother/sister duo, Brice & Nadia, bonded @RMHC  Now we have the privilege to send them to #Rio2016!",Negative,"We're more than just pizza, we're the huddle that happens when the lines disappear.",Neutral
100% real beef. 110% effort. #overachieve,Positive,Who’s hyped for #NFLKickoff tonight? Hint: @TeamJuJu is.,Neutral
The #SipShareWin #Sweepstakes mic drops 8/1. Rules and how to enter: http://bit.ly/McDKaraoke  No purch nec.,Positive,"Game Plan is your go-to for football season . Sign up today for a chance to win weekly prizes, get exclusive deals and to show your team some love! #PizzaHutHut",Negative
Take a look behind the menu to meet the culinary minds crafting your favorite cravings! #CulinariansDay http://McD.to/chefs ,Positive,Long weekend recovery = #NationalCheesePizzaDay.,Neutral
Follow us on Snapchat where we’re covering the #RNSummerClassic at the Barclays Center!  – at Barclays Center,Positive,A sound almost as sweet as a doorbell ring. #PizzaHutHut,Neutral
Dive on in.,Neutral,Let us fuel your fandom with LARGE 2-topping pizzas for just $7.99! ,Positive
Rock & roll into our #SipShareWin #Sweepstakes! No purch. nec. See rules & how to enter: http://coke.com/McDonaldsKaraoke …,Positive,Labor Day loungin' .,Neutral
You said it. We heard you.,Neutral,TFW @NFL kickoff is four days away. @AB84 @TeamJuJu,Positive
Love is #realbutter #spreadtheword,Neutral,It's football time.  We're live at ESPN @CollegeGameDay for week 1! #PizzaHutHut,Positive
Rise & sizzle! It’s #AllDayBreakfast day on Snapchat. Follow along to see what we’re up to.,Positive,"When I dip, you dip. #CheesyBitesPizza",Neutral
No better way to celebrate #NationalFrenchFryDay than cooking up World Famous Fries w/ Chef Mike on the @TodayShow!,Positive,Pull. Dip. (Stir). Pop. #CheesyBitesPizza,Neutral
It may be #NationalFrenchFryDay but these babies are World Famous ,Positive,"FOOTBALL FANS: Are you in Philly & want 2 tickets to the 9/6 @NFL Kickoff game? Here's your chance: 1. Must be a Hut Rewards member: http://PizzaHut.com/NFL  2. Follow us, reply to our tweet tagging a friend & use #sweeps. No prchs ncsry. Ends 8/31. Rules: http://bit.ly/2wfnKHA ",Positive
"After the after party is the #AllDayBreakfast party. 

Menu items vary by location. Deliciousness doesn’t.",Positive,It’s not back-to-school without @bookitprogram. Comment with  if you were a Book It kid!,Negative
"What good are  now? #AllDayBreakfast, baby.",Positive,We’re getting down to the wire . Don’t miss out on our $5.99 LARGE  pizza deal.,Positive
"It’s a hit.  #AllDayBreakfast 

Menu items vary by location. Deliciousness doesn’t.",Positive,"Them: ""Say when""
Us: ""…..""",Positive
"Best buds with your taste buds…get ready for the new #AllDayBreakfast menu, coming soon!",Positive,Dip boldly. #CheesyBitesPizza,Neutral
"It's not #SipShareWin #Sweepstakes w/out dancin'. What's your move? 

Rules & how to enter: http://coke.com/McDonaldsKaraoke …",Positive,THIS WEEK ONLY: score a LARGE 2-topping pizza for just $5.99.,Positive
"Too good to be true…but it’s true. This delicious trio is on the new #AllDayBreakfast menu, coming soon!",Positive,What type of pizza are you ordering for tonight’s show? #VMAs,Positive
"#AllDayBreakfast gets even better with nationwide Biscuit, McMuffin & McGriddles this fall! http://McD.to/6014Ba3J2 ",Positive,Which elements top your pizza? #BacktoSchool,Positive
Can you guess the song? Go 2 http://coke.com/mcdonaldskaraoke … 4 more. No purc nec #SipShareWin @McDonalds #ad,Positive,Think fast! LARGE 2-topping pizzas are just $5.99 each for a limited time. Online & carryout only. Ends 8/26.,Positive
"...And tonight, we party. #AllDayBreakfast #4thOfJuly 

Menu items vary by location. Deliciousness doesn’t.",Positive,10/10 would dip again. #CheesyBitesPizza,Neutral
Shine bright in the #SipShareWin Sweepstakes! No purch. nec. See rules and 2 ways to enter: http://coke.com/McDonaldsKaraoke …,Positive,College care package inspo for all you parents .,Neutral
"It's hot, but that won't stop us from enjoying #AllDayBreakfast at the @365Black #BounceBrunch! #ad",Positive,When the bite is just right. #CheesyBitesPizza,Neutral
Love spending time with my @CocaCola and @McDonalds fam at #CokeEssenceFest #IWorkWithCoke,Positive,How could you not on #NationalSmoresDay? ,Positive
"Get wrapped up in every moment this summer #AllDayBreakfast 

Menu items vary by location. Deliciousness doesn’t.",Positive,"Once a BOOK IT! kid, always a BOOK IT! kid. What were your favorite books growing up? #YumRecipeForGood",Neutral
"Sorry, did you say something? We’re busy redeeming the Free Fries Friday offer in our app! http://McD.to/FreeFriesFridays …",Positive,"Game on, football fans. RT and follow for a chance to win a Pizza Hut e-gift card code & NEW @EAMaddenNFL 19 ft. our man @AB84. Xbox One & Xbox One X only. Sweeps ends tonight, 11:59pmCST. No prcs ncsry.  See rules: http://bit.ly/2AXQLfv  #Madden19 #Sweeps",Positive
"Sending some love to our neighbors in the North! Happy Canada Day, @McD_Canada!",Positive,Words to live by. https://twitter.com/JessicaChobot/status/1027674987354775552 …,Positive
Guess the song I'm singing?Check out http://coke.com/mcdonaldskaraoke … 4 details! no purch nec #SipShareWin @McDonalds #ad,Positive,Our library on #BookLoversDay @bookitprogram,Neutral
Fin. #EncorePlease #Memories,Neutral,We got you!,Negative
Grab a mic @CocaCola cup at McDonald’s for your chance to win! Learn more at http://coke.com/McDonaldsKaraoke …. No purch nec.,Positive,Ready. Set. Dip. #CheesyBitesPizza,Neutral
"Nothin’ but net. #AllDayBreakfast 

Menu items vary by location. Deliciousness doesn’t.",Positive,Let's get that baby a Cheesy Bites pizza!,Negative
What kind of #SipShareWin #Sweepstakes performer are you? Rules & how to enter http://coke.com/McDonaldsKaraoke … No purch nec.,Positive,Baking not your strong suit? We got you. #NationalChocolateChipCookieDay,Negative
Love is universal.  #Pride,Neutral,Double dipping? We’ll allow it. #CheesyBitesPizza,Neutral
Do you have the jaws for this scrumptious treat? #SharkWeek,Positive,Pop it like it's hot. #CheesyBitesPizza,Neutral
"Perfect landing. #AllDayBreakfast

Menu items vary by location. Deliciousness doesn’t.",Positive," Happy Anniversary, Hut Rewards Members.
Keep earning that free .",Positive
When it’s a sunny Friday and everyone leaves work early. #McFlurry o’,Neutral,The ultimate pair - order up a large 3-topping pizza and the HERSHEY'S Toasted S'mores cookie tonight. ,Positive
Free  w/ any purchase to start the weekend? Don’t mind if we do. Check our app for info. http://McD.to/FreeFriesFridays …,Positive,"You're an , @GabeIkard. Feeling is mutual.",Neutral
"Sunrise or sunset? Doesn’t matter. #AllDayBreakfast 

Menu items vary by location. Deliciousness doesn’t.",Positive,Did someone say #BigFoot? Throwback to one of our favorite guilty pleasures.,Negative
Find out how you could win a VIP experience at @LateLateShow w/ James Corden! No purch nec. http://coke.com/McDonaldsKaraoke …,Positive,Wings for the win. #NationalChickenWingDay,Neutral
Step up to the mic to enter the #SipShareWin #Sweepstakes Rules & how to enter http://coke.com/mcdonaldskaraoke … No purch nec.,Positive,Your favorite pull-dip-pop icon is back! #CheesyBitesPizza,Neutral
"A pinch of salt and pepper. Das it, baby. #Flawless",Neutral,"The more you eat, the more you earn. It’s as simple as that with Hut Rewards. Join today!",Positive
Today is officially the longest #AllDayBreakfast ever. #FinallySummer,Positive,A bite-sized bit of heaven. Cheesy Bites Pizza is back for a limited time.,Positive
"“Dad, I’m hungry.”
“Hi Hungry, I’m Dad.” 
#DadJokes and #McNuggets for #FathersDay",Negative,A #RecipeForGood is the best kind.,Positive
"Last, but not least. Stop in-store for free medium fries with any purchase through our app! http://McD.to/FreeFriesFridays …",Positive,Last call! Reply tagging 2 friends w/ #sweeps for a chance to win a #READYPLAYERONE download & a $15 Pizza Hut e-gift card. See more: http://bit.ly/2NqzuwN . See rules: http://bit.ly/2LgV7T4 . No purch nec. Ends 7/24 @ 11:59pm. Available on 4K Ultra HD Blu-ray™ & Digital today,Positive
Pair & share with #McPick2 for $5. Big Mac for your BFF. What about you?,Negative,Good times and great pizza for all at 2018 San Diego #ComicCon.  #SDCC #PizzaHutGotYou,Positive
MFW I’m enjoying the choice with #McPick2 for $5.,Positive,It's not a party without the pizza!,Positive
A QT like you deserves a Sweet Tea like this. #NationalIcedTeaDay,Neutral,"We've got a fleet of 40,000 drivers on the road bringing LARGE 2-topping pizzas right to your door for just $7.99.",Positive
Your future is lookin’ golden. Check out our app for free medium fries with any purchase. http://McD.to/FreeFriesFridays …,Positive,"Never fear, Pizza Hut's here!",Negative
100% REAL BEEF ALL UP IN THAT GRILL! #BeefMode,Neutral,Pull. Dip. Pop. Repeat. Cheesy Bites Pizza is back for a limited time. ,Positive
"We’ve committed 13+ years to sustainable fishing, riding the #WaveOfChange! http://McD.to/6018BsXnO  #WorldOceansDay",Positive,We’ve got all the #FridayFeels at @Comic_Con with @GettyImages portrait studio. #PizzaHutGotYou ,Negative
Tag a #BFF who loves that BBQ #NationalBestFriendsDay,Neutral,"We've ‘steeled’ the deal! Welcome to the Pizza Hut family @steelers, @AB84  and @TeamJuJu.  #PIZZAHUTHUT",Positive
Dressed to perfection just in time for Summer. http://McD.to/saladblend ,Positive,The points add up fast when you join Hut Rewards. Start earning points toward FREE PIZZA today. ,Positive
How do you get the bit of cheese that's stuck to the wrapper? #BeenThere,Negative,#TBT to the kicks that changed the pizza ordering game. ,Positive
#summersched means breakfast at 1 PM ,Positive,Do it for the graham .,Neutral
How do you enjoy the choice? These delicious choices on the #McPick2 for $5 menu got me like:,Negative,POWER ON movie night. Reply tagging two friends w/ #sweeps for a chance to win a #READYPLAYERONE download & a Pizza Hut e-gift card. See more: http://bit.ly/2tSPccN ! See rules: http://bit.ly/2LgV7T4 . No purch nec. Ends 7/24. Available on Blu-ray™ 7/24 and & Digital now.,Negative
See how the Egg McMuffin came out of its shell to become the sandwich we all know and love: http://McD.to/EggDay ,Positive, #WorldEmojiDay,Neutral
Hunger doesn’t stand a chance. Check out our app for free medium fries with any purchase! http://McD.to/FreeFriesFridays …,Positive,Precious Cargo. we've got LARGE 2-topping pizzas for just $7.99 on board. Get yours today!,Positive
This Is Why We Tray.  #Finals,Neutral,"Cheesy Bites season is back! Order up yours tonight, available only for a limited time.",Positive
Tasty picks at your fingertips. Scrub back & forth to enjoy the choice of #McPick2 for $5. ,Positive,Hungry? Let’s kick it for the finals.  ,Neutral
It’s not a party ’til the flock comes through. Come earn Action Power-Ups. #ItsLaunchtime #AngryBirdsMovie,Positive,Snag the last slice for good luck. #FridayThe13th,Positive
When our app has a free medium fries offer w/ any purchase    At Part. McD's. http://McD.to/FreeFriesFridays …,Positive,Grab a slice of summer . Order up the HERSHEY'S Toasted S'mores cookie today .,Positive
   Tune in to our Facebook page today @ 3PM ET.,Positive,.@PizzaHutUK ,Neutral
Tune into our Facebook pg tomorrow @ 3PM ET & watch as pay tribute to the oh-so-delicious Big Mac: http://news.mcdonalds.com/Corporate/Feature-Stories-Articles/2016/Celebrate-National-Burger-Day-with-a-Big-Mac-and-S … …  ,Negative,Excited to continue this great partnership!,Positive
Beauty is in the eye of the bun holder. Tune into our Facebook page this Weds @ 3 PM ET.,Positive," MEMBER EXCLUSIVE  Sign up for Hut Rewards and get 50% OFF menu-priced pizzas when you order online. Ends Sunday, 7/15.",Positive
     rockin' everywhere. ,Neutral,Earn FREE PIZZA faster with Hut Rewards. Join today and watch the points stack up. ,Positive
"Ciao for now, @McDonalds! Thanks for the sweet send-off!   http://bit.ly/1svDHo0 ",Positive,Our delivery pouches keep your  oven-hot all the way to your door. ,Neutral
"Hold on, we're busy redeeming the Free Fries Friday offer w/ our app. #BringEmOutBringEmOut http://McD.to/FreeFriesFridays …",Positive,#SundayScaries? Not from where we're sitting. ,Neutral
"If you biked to work today, you’ve earned it.   ",Positive,Happy Fourth of July Weekend from our backyard to yours. ,Positive
Congrats to our #ArchwaysToOpportunity college grads. @McDonalds is so proud of your accomplishments. #Classof2016,Positive,"#TBT to Mount Kilimanjaro, where we took delivery to a whole new level. ",Positive
Zip. Nada. Diddly-squat. Nothing added to this beefy beauty but a pinch of salt & pepper.,Positive,Check dinner off your list before the celebrations start. ,Neutral
This #InternationalFamilyDay we applaud @RMHC for all the work they do #KeepingFamiliesClose every day! #rmhc,Positive,What’s your go-to for the match? ,Neutral
Made with % real beef and a lil somer-salt & pepper.,Positive,#TFW the pizza’s on the way. ,Positive
Hey California Strawberry farmers! Thank you! @CAStrawberries #StrawberryMonth http://news.mcdonalds.com/Corporate/Feature-Stories-Articles/2016/Strawberries-McDonald-s-Celebrates-National-Strawb …,Positive,Saucin'. Saucin'. ,Neutral
#Saucy not #Bossy,Positive,Plates are loaded...#RoadToOmaha #CWS ,Neutral
Making mom a  felt breakfast = the ultimate display of affection. #MothersDay,Positive,Save some sauce for the pizza. ,Neutral
Donning the most delicious Derby Hat #DerbyDay,Negative,"#TBT to 2001, when we put pizza into orbit. ",Neutral
When you can’t decide if you wanna go to prom or get a #BigMac  #Promblems,Negative,Knock dinner out of the park . Order up your faves for the game tonight!,Positive
The real  is less daunting with real beef for lunch. #GradLife  #GoGetEm,Negative,"Perks, points, and FREE PIZZA. Join Hut Rewards today – the faster way to free pizza.",Positive
Made with 100% real beef. Salt. Pepper. Boom. Done. #Flawless ,Positive,Honk if you love getting LARGE 2-topping pizzas for just $7.99!,Positive
"Check out @McDonalds Selfie Experience! Get #AngryBirdsAction, scan the BirdCode and share using #LaunchTheFun!",Negative,Get it before it’s gone!  Carry out a $5.99 LARGE 2-topping pizza when you order online. Ends today.,Positive
"30 years, so proud of you, Flo! Thanks for caring for our customers. Have fun at the ceremony tomorrow!",Positive,Slice life. ,Neutral
Thanks for inviting us to your wrap party this weekend @mindykaling. You guys know how to cut up a dance floor! ,Positive, Summer Savings.  Carry out a $5.99 LARGE 2-topping pizza. Online only through 6/24.,Positive
Click for some intense Big Mac action!,Negative,Trade up dinner plans tonight.,Negative
 Winter is coming… and it’s delicious.  #McFlurry #GameOfThrones,Neutral,First-Day-of-Summer vibes. ,Positive
Two more days for a chance to win. Stop in today! No Purch. Nec. Mostly food prizes. Rules: http://PlayatMcD.com ,Positive,We aim to please!  https://twitter.com/zings07/status/1009208082839359502 …,Positive
A good dunk is always a crowd-pleaser.  #playoffs,Positive,Large pizza. Great price. Carry out a $5.99 LARGE 2-topping pizza online only through 6/24.,Positive
Helping people grow & learn at their own pace. Read about our progress at http://www.ArchwaysToOpportunity.com .,Positive,CHOCOLATEY. MARSHMALLOWY. GOODNESS. The HERSHEY'S Toasted S’mores Cookie is here for a limited time.,Positive
DYK our management training curriculum can translate into ACE college credit recommendations? #ArchwaysToOpportunity,Positive,"Hot days. Hotter prices. Carry out a $5.99 LARGE 2-topping pizza. Online only, ends 6/24. ",Positive
Lace up those  and head in-store! There’s millions of & left to win! NO PURCH NEC. Rules http://PlayAtMcD.com ,Positive,"Lighting up the night with our fleet of 40,000 drivers. They're committed to delivering your $7.99 LARGE 2-topping pizza every time.",Positive
#ArchwaysToOpportunity gave Juan a chance to learn English & gain the confidence to take on more responsibility.,Positive,"This deal is ! For a limited time, get LARGE 2-topping pizzas for $5.99. Online & carryout only. Ends 6/24.",Positive
